CGPA,Score,Placed
3.687376768783559,75.88255804451258,0
2.9405974257477375,73.43915528236865,0
3.582628513053035,75.18089018618418,0
3.820854016779403,75.8877485060111,0
3.5624907371814497,74.98755311520882,0
4.224993789600786,85.0070796956009,1
4.407364482593552,86.8823500597738,1
4.541360073207431,86.81292528116968,1
4.257976395136244,85.60304134478274,1
4.335683670893308,86.2321826140204,1
3.760366386398818,74.98377388470773,0
4.575009721043652,85.87600826883702,1
3.696455984707565,74.9738583585166,0
3.686193265505524,74.40137832182762,0
3.831084328446238,74.3413195161463,0
3.8474988561996833,75.64671939468804,0
3.8276825233247324,76.01736320452936,0
3.2950062624244713,74.15207917562653,0
3.5612724418922677,73.67481923186365,0
3.8118198313747465,75.31601823999654,0
4.098706560599634,85.78198672334165,1
4.143422879760938,85.86597662293935,1
4.28201573584987,85.45487200405811,1
4.59688725774921,86.59755873162735,1
4.492783037014907,87.75717011762116,1
4.198520063234146,85.53850847107754,1
4.147061707640818,85.62313598282546,1
4.411925744213093,86.59056057547611,1
3.9118709374896396,75.57930602755665,0
3.8526704415241154,75.44303532435305,0
3.826295479224883,75.5553699997245,0
3.481043318126021,74.360854437046,0
3.9363728220801684,75.31883817211222,0
3.974006149503199,75.23874928078607,0
3.7282633831884493,74.81035258711283,0
3.989015199425116,75.44955462012857,0
3.933304064647307,75.30094276570394,0
4.368794128677349,86.23536094547746,1
3.7847026232233865,74.78353083439478,0
4.01086754779882,75.91825317894264,0
3.696271458728654,74.6955856121149,0
4.435649578326911,86.05737030565468,1
3.9388015126415265,75.49307448798277,0
4.093572268693387,75.89140708483565,0
3.7360667526692625,74.72779857050126,0
4.076758177428061,85.25330475654343,1
4.357948970032264,86.15787078200348,1
4.453912383797739,87.39414515901825,1
3.8889800376833827,75.17230426646476,0
4.437950799623308,86.70431476887993,1
4.527029015262652,86.8435974504627,1
3.448548135574541,73.79441252506244,0
3.8503240672401933,75.64085042157125,0
3.6516808139158694,74.80207494719027,0
3.4389938653960054,74.03270802407805,0
3.988159431507884,75.0298718183328,0
3.5608831707171735,73.65416876461573,0
4.043568502850978,85.57958554607715,1
3.486362633867538,74.24685768187176,0
3.854140842582436,75.59917816782228,0
3.992210062996857,75.47371572694604,0
3.684594379340204,74.45251884435812,0
3.700419072029686,74.67145051427457,0
4.052416335254319,85.19424624032436,1
3.6838543158041566,74.25011666739493,0
3.709285682191243,74.51991435088514,0
3.879793511053575,75.22479778031562,0
3.730154308856987,74.42054555377266,0
4.146123382517721,85.53372310576234,1
4.436988762370782,86.35826936564838,1
3.598112731660852,74.10095284448734,0
4.274468272802919,85.98818724304957,1
3.8046134500853186,75.4404384513548,0
3.5530616676507095,73.84403050918958,0
4.000859865266528,85.55725480382736,1
4.183798353366965,85.3050407840566,1
3.641498656167594,74.61392371724146,0
3.8129924606437165,75.5162120477759,0
4.234808853601871,85.99979994966268,1
4.151791897502778,85.26523030008058,1
3.677093719717546,74.13385001962035,0
4.102777749520379,85.6683793735123,1
3.6400841240634264,74.82778259261153,0
3.9296576350166955,75.21552558394415,0
3.538295176116847,73.45921243361342,0
3.754413123574512,74.73178875282811,0
3.8877136353008577,75.25299499370216,0
4.067544602986802,85.4019377333777,1
3.777593556601282,74.8901451082934,0
3.920161648104201,75.3323527938058,0
4.052527078815944,85.34667413667217,1
3.5982684561771966,74.5432285716656,0
4.155724037213315,85.81865909328078,1
4.330826526219484,86.42968600273124,1
3.817432121739298,75.21629667446224,0
4.27838739564769,85.88775773366019,1
4.237488144528404,86.65128537859318,1
4.486679112554694,87.55215223899463,1
3.9216662404897537,75.50562845275964,0
4.098049017665228,85.556722354
